0.014121,0.00017618,0.12153,-0.068379,0.0071931,-0.081469,-0.0063385,0.24327,0.13423,-0.2353
0.14874,0.044313,0.099185,0.11185,-0.15494,-0.090118,-0.031553,-0.18792,0.056745,-0.21499
0.22722,-0.24626,-0.10687,-0.19485,0.18719,-0.049298,-0.089985,-0.14432,-0.046636,0.039854
-0.11259,0.091432,0.16023,-0.17286,-0.12094,-0.084863,0.16442,0.014982,0.12774,0.083368
-0.18789,-0.12301,0.031137,0.063464,-0.18223,0.051668,-0.21756,0.13954,0.16983,0.1883
-0.19699,0.018282,0.14105,-0.23846,-0.080996,0.24245,-0.11921,0.18727,-0.055921,-0.064766
0.089412,0.1739,-0.18449,-0.16763,0.21618,-0.10968,0.086754,-0.18003,-0.13024,-0.053128
0.00077212,-0.030692,-0.068315,0.12891,0.11662,0.10134,-0.11753,0.10252,0.15021,0.19805
-0.23955,-0.12744,-0.12646,0.11184,0.096447,-0.067295,0.051095,0.19543,0.16355,0.045403
0.20653,-0.084836,-0.10975,-0.038157,-0.10671,-0.20428,0.20665,-0.032766,-0.24305,0.16084
-0.026937,0.17793,-0.23648,-0.18564,-0.11583,0.081544,0.11857,0.18173,-0.087247,0.19727
0.18997,-0.20538,0.070932,0.13761,0.10195,0.032177,0.046554,-0.093967,0.0053293,-0.13155
0.094579,-0.076483,-0.068453,-0.076549,-0.15051,0.19633,-0.13584,-0.17977,0.074331,0.095413
-0.24366,0.12083,-0.043026,0.20897,0.23919,0.19378,0.062619,-0.145,-0.17162,0.066908
-0.24557,-0.15502,-0.050562,0.20434,0.23138,-0.06408,0.23169,0.086283,-0.14497,-0.12643
0.13032,-0.052719,0.18379,-0.060103,-0.1461,0.07941,-0.065348,-0.087583,-0.085433,0.2175
0.15025,-0.027778,-0.14306,0.061913,-0.0076119,-0.025089,0.061633,-0.11046,-0.067045,0.18125
0.12989,0.13949,-0.089511,-0.21503,-0.14411,0.23182,-0.07531,-0.019759,-0.20467,0.054848
-0.2078,-0.12482,0.025724,0.15599,-0.01376,-0.050356,-0.23253,0.24386,0.11765,0.11126
0.056904,0.060984,0.22046,-0.23514,-0.19784,0.17687,-0.02186,0.011864,-0.1728,-0.18019
-0.19617,0.18706,0.1513,-0.0098555,-0.020492,0.14467,0.1317,-0.15355,0.22682,-0.094608
0.00086765,0.00659,-0.1349,-0.1098,-0.12046,-0.050779,0.0085954,0.06084,0.16015,0.24222
0.12212,-0.083538,0.074069,-0.16151,0.19257,-0.095152,-0.24797,0.15118,-0.018404,-0.0037897
-0.20953,-0.12571,0.14353,0.053185,-0.10458,-0.14366,0.21683,0.19643,0.015576,0.075371
0.1159,0.19988,0.1476,-0.029039,0.21197,-0.020683,0.23074,0.045542,0.15638,-0.14202
-0.014222,-0.058529,0.10164,0.07118,-0.17307,0.1133,0.011166,0.10573,-0.018595,0.1465
-0.2113,-0.14667,0.1387,-0.22136,-0.081859,0.14489,0.17304,-0.16725,0.17222,-0.1478
